response_id,company_id,survey_year,quarter,country,region,industry,company_size,num_employees,annual_revenue_usd_millions,company_founding_year,company_age,company_age_group,ai_adoption_rate,ai_adoption_stage,years_using_ai,ai_primary_tool,num_ai_tools_used,ai_use_case,ai_projects_active,ai_training_hours,ai_budget_percentage,ai_maturity_score,ai_failure_rate,ai_investment_per_employee,regulatory_compliance_score,data_privacy_level,ai_ethics_committee,ai_risk_management_score,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,productivity_change_percent,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,cost_reduction_percent,innovation_score,customer_satisfaction,survey_source,data_collection_method
58962,COMP-03686,2023,Q2,Vietnam,Asia,Manufacturing,Startup,17,45.43,1996,27,16-30 years,39.23,partial,7,Claude,1,Supply Chain Optimization,10,22.41,15.3,0.464,25.79,408993.44,66,Medium,No,59,38.11,4.23,20.16,7.55,11.22,0,1,1,-1.81,5.69,57,7.72,WEF Survey,Online Survey
44563,COMP-02786,2023,Q3,Colombia,South America,Healthcare,Startup,87,28.9,1995,28,16-30 years,50.35,partial,7,GitHub Copilot,3,Medical Diagnostics,7,47.2,11.05,0.461,12.68,36711.47,66,Low,No,65,43.35,5.45,16.45,3.97,17.86,3,6,11,6.54,6.03,68,5.75,WEF Survey,Phone Interview
140285,COMP-08768,2026,Q1,Spain,Europe,Technology,Startup,62,43.81,2013,13,6-15 years,41.95,partial,4,GitHub Copilot,2,Software Development,7,24.8,13.0,0.393,23.62,91846.07,79,Low,Yes,56,62.28,4.99,23.69,7.16,12.4,3,4,4,6.15,9.11,50,5.24,Internal Corporate Survey,API Scrape
97913,COMP-06120,2025,Q1,Germany,Europe,Consulting,Enterprise,18589,501.91,2003,22,16-30 years,48.37,partial,7,ChatGPT,3,Software Development,10,52.54,17.49,0.619,9.6,4722.85,63,High,No,67,64.08,6.37,22.49,9.04,13.71,1056,859,2133,6.45,9.61,69,5.33,Internal Corporate Survey,API Scrape
64213,COMP-04014,2024,Q1,Singapore,Asia,Finance,Startup,90,44.08,1991,33,30+ years,40.24,partial,4,Gemini,3,Marketing Automation,7,24.03,8.03,0.324,23.59,39350.93,67,Low,No,59,50.64,4.66,23.98,7.35,7.98,5,5,3,-1.52,4.66,54,4.12,McKinsey Report,Phone Interview
72224,COMP-04514,2026,Q4,Poland,Europe,Manufacturing,SME,364,217.02,1998,28,16-30 years,39.62,partial,4,GitHub Copilot,2,Customer Support,10,23.74,10.47,0.405,30.85,62415.9,70,Medium,Yes,69,28.28,5.91,28.76,7.22,14.08,19,16,16,7.92,5.51,51,6.62,WEF Survey,Phone Interview
95351,COMP-05960,2024,Q3,Singapore,Asia,Healthcare,Enterprise,19077,8269.81,1994,30,16-30 years,75.93,full,3,ChatGPT,4,Customer Support,11,57.17,16.57,0.642,12.93,71822.67,70,High,Yes,62,64.89,7.05,41.74,11.78,22.75,1376,1887,2303,18.69,9.93,56,6.16,LinkedIn Poll,Research Compilation
121524,COMP-07596,2023,Q4,Italy,Europe,Retail,Startup,31,9.94,2003,20,16-30 years,36.21,partial,7,GitHub Copilot,1,Marketing Automation,3,25.71,6.65,0.246,27.1,21318.34,98,Low,No,50,32.75,4.64,14.94,3.25,6.11,1,1,2,8.35,3.04,63,5.26,LinkedIn Poll,Online Survey
149422,COMP-09339,2026,Q2,France,Europe,Healthcare,Startup,65,6.81,1991,35,30+ years,62.74,partial,4,Custom Internal AI,2,HR Automation,8,42.62,6.21,0.394,14.47,6504.43,73,High,No,58,53.32,6.73,38.3,6.51,17.17,5,4,5,19.46,4.07,62,6.71,Internal Corporate Survey,API Scrape
77672,COMP-04855,2024,Q4,South Korea,Asia,Finance,Enterprise,9306,5694.66,2007,17,16-30 years,68.02,partial,3,Custom Internal AI,5,Customer Support,18,51.34,15.33,0.718,14.06,93792.38,91,High,Yes,81,62.32,6.47,30.27,13.59,17.92,584,765,1107,7.86,15.35,84,4.56,Internal Corporate Survey,Research Compilation
3094,COMP-00194,2024,Q2,Australia,Oceania,Agriculture,SME,687,142.89,2011,13,6-15 years,12.1,pilot,7,Claude,1,Predictive Maintenance,2,25.2,6.33,0.223,29.34,13165.63,74,Medium,No,53,7.32,4.44,8.07,0.78,2.76,11,3,34,2.52,0.0,44,5.7,WEF Survey,Phone Interview
4975,COMP-00311,2026,Q3,Spain,Europe,Logistics,Enterprise,4568,7201.16,2017,9,6-15 years,43.58,partial,4,ChatGPT,3,Fraud Detection,8,46.58,14.84,0.525,22.51,233965.84,79,Medium,No,60,39.34,4.61,29.34,9.3,16.84,295,252,402,5.01,5.02,67,5.7,McKinsey Report,Phone Interview
79083,COMP-04943,2025,Q3,Japan,Asia,Healthcare,Startup,67,43.47,2014,11,6-15 years,27.31,pilot,3,Gemini,3,Customer Support,0,7.33,1.56,0.051,34.13,10132.1,77,High,No,58,19.92,5.87,17.03,6.23,0.0,2,2,1,5.31,1.8,51,2.23,LinkedIn Poll,Phone Interview
73947,COMP-04622,2025,Q3,Egypt,Africa,Logistics,SME,888,79.56,1992,33,30+ years,36.02,partial,6,Gemini,2,Predictive Maintenance,5,33.84,9.31,0.348,26.43,8341.8,64,Medium,No,63,36.74,5.76,23.53,6.77,13.8,56,24,80,2.95,4.76,60,5.5,McKinsey Report,Phone Interview
132309,COMP-08270,2024,Q1,Argentina,South America,Healthcare,SME,181,264.27,2009,15,6-15 years,30.29,pilot,8,Claude,1,Medical Diagnostics,5,24.09,8.62,0.299,26.81,125878.96,65,High,No,59,27.03,6.11,9.56,2.05,7.94,3,6,21,-4.24,5.24,52,5.56,LinkedIn Poll,Phone Interview
146182,COMP-09137,2024,Q2,Egypt,Africa,Retail,Startup,90,22.19,1990,34,30+ years,13.42,pilot,8,Claude,1,Fraud Detection,4,4.85,6.09,0.168,38.65,15011.93,52,Medium,Yes,71,22.52,4.43,7.36,2.95,2.73,2,1,0,-0.85,0.0,44,6.58,WEF Survey,API Scrape
48109,COMP-03007,2026,Q1,Australia,Oceania,Manufacturing,SME,693,104.0,2003,23,16-30 years,47.74,partial,7,ChatGPT,3,Supply Chain Optimization,6,25.85,10.14,0.343,21.67,15218.88,71,Medium,No,62,45.85,5.11,30.14,7.34,8.16,46,37,50,10.55,12.29,52,4.96,McKinsey Report,API Scrape
24297,COMP-01519,2025,Q1,Singapore,Asia,Agriculture,Enterprise,3860,7548.96,2004,21,16-30 years,55.41,partial,5,ChatGPT,3,Predictive Maintenance,12,59.13,15.97,0.659,3.44,312315.12,68,Medium,Yes,62,33.36,5.4,34.08,8.83,18.34,291,278,505,3.31,5.51,55,7.8,LinkedIn Poll,Phone Interview
93571,COMP-05849,2023,Q3,Spain,Europe,Manufacturing,Enterprise,5299,9302.9,1991,32,30+ years,56.35,partial,2,Gemini,3,HR Automation,9,50.11,11.68,0.515,14.86,205129.5,65,Medium,Yes,76,40.8,5.16,35.37,11.82,19.9,484,376,723,6.6,5.03,55,6.53,Internal Corporate Survey,Research Compilation
26725,COMP-01671,2024,Q1,Colombia,South America,Finance,Enterprise,17057,4308.38,2017,7,6-15 years,47.99,partial,5,Custom Internal AI,2,Customer Support,14,25.65,15.25,0.544,34.19,38526.26,65,High,Yes,74,39.04,5.7,16.95,5.8,15.07,852,1274,1027,6.52,0.0,67,5.44,McKinsey Report,Online Survey
145021,COMP-09064,2026,Q1,Argentina,South America,Agriculture,SME,705,243.99,2007,19,16-30 years,16.02,pilot,8,ChatGPT,1,HR Automation,3,4.48,3.08,0.11,30.52,10646.8,66,Low,No,45,38.05,5.16,0.0,0.0,3.54,0,21,0,6.24,0.0,42,6.49,WEF Survey,API Scrape
25581,COMP-01599,2026,Q1,China,Asia,Finance,Startup,98,37.03,2004,22,16-30 years,40.33,partial,8,Claude,1,Marketing Automation,9,38.76,7.98,0.418,21.69,30152.49,85,Medium,Yes,70,43.77,5.83,21.4,11.58,6.54,4,5,9,-3.83,9.71,43,6.67,McKinsey Report,API Scrape
157237,COMP-09828,2024,Q1,Egypt,Africa,Finance,SME,333,192.22,1998,26,16-30 years,15.85,pilot,4,Custom Internal AI,2,Marketing Automation,0,15.53,5.08,0.132,26.62,29346.89,70,High,No,53,33.43,5.67,14.01,8.0,12.77,4,8,12,9.36,11.59,53,5.42,WEF Survey,Research Compilation
79167,COMP-04948,2026,Q3,South Korea,Asia,Education,Enterprise,19254,9350.23,2013,13,6-15 years,41.62,partial,9,ChatGPT,3,Customer Support,12,23.87,11.25,0.449,16.83,54641.69,87,High,Yes,70,52.15,6.64,20.79,8.5,4.64,1169,736,1268,1.74,0.47,57,5.34,WEF Survey,Research Compilation
53297,COMP-03332,2023,Q1,Kenya,Africa,Technology,Startup,33,24.48,1999,24,16-30 years,32.46,pilot,4,Gemini,3,Customer Support,8,22.69,10.21,0.364,36.95,75703.53,66,Low,No,60,44.59,5.09,14.86,3.1,7.55,1,2,1,4.56,3.72,60,3.34,WEF Survey,Online Survey
98582,COMP-06162,2024,Q2,Netherlands,Europe,Consulting,SME,387,461.94,2022,2,0-5 years,28.22,pilot,2,ChatGPT,2,Customer Support,6,26.66,8.4,0.323,38.36,100265.46,86,High,No,60,34.34,4.46,11.69,6.29,3.05,17,14,30,0.55,5.21,40,5.11,WEF Survey,Online Survey
54934,COMP-03434,2024,Q2,Brazil,South America,Finance,Startup,91,42.88,2016,8,6-15 years,46.15,partial,8,ChatGPT,3,Fraud Detection,9,27.51,8.82,0.382,20.11,41579.44,76,Medium,No,57,49.69,6.23,25.11,6.52,11.91,4,4,6,0.18,7.63,71,5.15,Internal Corporate Survey,Phone Interview
133837,COMP-08365,2026,Q1,Spain,Europe,Logistics,Startup,68,42.11,1999,27,16-30 years,40.72,partial,7,ChatGPT,3,Predictive Maintenance,2,35.48,8.06,0.289,12.19,49917.61,76,Medium,Yes,67,37.74,5.29,36.19,7.59,19.69,5,3,5,10.7,7.18,62,6.19,WEF Survey,API Scrape
66466,COMP-04155,2023,Q2,Kenya,Africa,Manufacturing,Enterprise,11191,5658.62,2011,12,6-15 years,30.35,pilot,5,ChatGPT,2,Predictive Maintenance,7,18.18,10.42,0.331,22.56,52669.57,68,Low,No,52,20.23,4.87,10.16,4.84,5.04,36,271,241,2.09,3.98,51,3.95,McKinsey Report,API Scrape
40228,COMP-02515,2023,Q4,Kenya,Africa,Consulting,SME,861,459.62,2005,18,16-30 years,13.15,pilot,6,GitHub Copilot,1,HR Automation,8,2.14,4.05,0.196,38.34,21635.69,76,Medium,No,48,26.05,5.95,0.0,0.21,8.57,31,16,14,5.77,0.0,43,4.42,Internal Corporate Survey,Phone Interview
34550,COMP-02160,2024,Q2,France,Europe,Finance,SME,744,251.67,2017,7,6-15 years,19.64,pilot,5,Claude,1,Marketing Automation,2,17.9,5.45,0.181,34.83,18422.42,73,High,No,64,33.47,6.03,16.31,4.36,2.39,21,21,12,1.57,0.0,43,3.38,WEF Survey,Research Compilation
10099,COMP-00632,2023,Q3,Thailand,Asia,Technology,Startup,27,32.09,1996,27,16-30 years,34.76,pilot,4,GitHub Copilot,3,HR Automation,3,25.26,10.01,0.289,35.19,119017.3,66,Medium,Yes,60,69.46,5.37,20.63,4.12,7.28,1,1,2,8.53,4.38,48,5.46,McKinsey Report,Online Survey
145856,COMP-09116,2026,Q4,Poland,Europe,Agriculture,Startup,52,35.2,2012,14,6-15 years,58.36,partial,7,ChatGPT,3,Predictive Maintenance,10,43.51,10.23,0.484,10.69,69220.89,72,High,No,56,38.62,5.88,38.28,9.89,22.6,3,3,6,17.26,7.74,76,6.96,Internal Corporate Survey,Online Survey
43207,COMP-02701,2024,Q3,Canada,North America,Healthcare,Startup,91,29.38,2004,20,16-30 years,33.09,pilot,5,ChatGPT,2,HR Automation,2,29.3,5.3,0.226,25.81,17119.25,75,Low,No,58,35.32,4.88,20.75,5.02,5.92,3,4,5,-0.78,0.0,54,4.32,WEF Survey,Online Survey
3955,COMP-00248,2023,Q3,Colombia,South America,Education,Startup,40,1.05,1991,32,30+ years,45.53,partial,4,Other,3,Marketing Automation,7,25.01,10.81,0.365,30.46,2838.29,64,High,No,62,63.43,4.86,17.21,5.68,9.34,2,2,3,8.8,2.86,60,7.02,WEF Survey,Phone Interview
126955,COMP-07935,2025,Q3,Colombia,South America,Technology,SME,623,439.03,1992,33,30+ years,59.65,partial,7,GitHub Copilot,4,HR Automation,12,57.56,10.33,0.578,10.96,72804.84,58,High,Yes,64,56.75,5.52,29.69,6.46,20.67,46,52,68,10.73,2.0,70,7.14,LinkedIn Poll,Online Survey
112161,COMP-07011,2023,Q1,Nigeria,Africa,Logistics,Startup,82,8.78,1995,28,16-30 years,42.42,partial,4,GitHub Copilot,2,Predictive Maintenance,4,39.03,6.97,0.322,20.11,7459.77,56,High,Yes,69,39.8,5.78,17.39,4.27,7.37,4,4,6,14.65,1.0,46,4.78,WEF Survey,API Scrape
153012,COMP-09564,2023,Q4,Indonesia,Asia,Agriculture,Startup,28,7.9,2015,8,6-15 years,36.94,partial,4,ChatGPT,2,Predictive Maintenance,2,14.89,8.54,0.209,33.81,24092.2,61,High,No,55,42.0,5.41,16.61,4.37,1.91,1,1,0,5.49,5.33,51,4.21,McKinsey Report,API Scrape
35419,COMP-02214,2025,Q3,South Africa,Africa,Retail,Enterprise,5317,6878.0,2017,8,6-15 years,41.34,partial,8,Claude,2,Customer Support,8,45.49,9.74,0.453,20.06,125993.18,55,Medium,No,53,50.8,5.59,35.8,12.85,17.39,390,259,339,9.88,4.01,71,7.32,Internal Corporate Survey,Research Compilation
110130,COMP-06884,2023,Q2,New Zealand,Oceania,Manufacturing,Enterprise,14138,9284.56,2014,9,6-15 years,60.51,partial,2,ChatGPT,3,HR Automation,11,64.93,15.73,0.664,16.05,103297.46,62,Medium,Yes,64,56.88,6.45,25.27,6.34,16.81,941,953,2065,6.3,6.36,69,7.22,Internal Corporate Survey,Research Compilation
100165,COMP-06261,2024,Q1,France,Europe,Manufacturing,SME,272,383.8,2000,24,16-30 years,46.97,partial,7,ChatGPT,3,Supply Chain Optimization,4,36.73,16.26,0.436,20.09,229386.87,75,Medium,No,68,42.39,6.14,21.61,11.88,15.01,11,15,31,1.18,4.56,58,6.42,McKinsey Report,Phone Interview
93097,COMP-05819,2025,Q1,Philippines,Asia,Healthcare,Startup,26,47.15,2011,14,6-15 years,13.62,pilot,5,Custom Internal AI,1,Predictive Maintenance,1,8.09,3.69,0.1,38.29,66840.09,79,Medium,No,50,19.68,5.4,0.01,2.19,0.0,0,1,2,0.71,0.0,45,5.97,Internal Corporate Survey,Phone Interview
125438,COMP-07840,2026,Q2,USA,North America,Technology,Startup,16,25.09,2021,5,0-5 years,62.54,partial,4,ChatGPT,4,Marketing Automation,9,24.5,16.26,0.469,27.87,255001.93,67,Medium,No,46,70.16,5.51,29.64,8.5,2.17,1,1,1,3.49,3.3,65,5.3,WEF Survey,API Scrape
35454,COMP-02216,2026,Q2,South Korea,Asia,Education,SME,776,107.23,1998,28,16-30 years,47.84,partial,5,Claude,1,Software Development,9,42.48,14.55,0.521,21.37,20101.35,79,Medium,Yes,80,41.95,7.27,29.89,9.9,19.23,67,45,55,5.87,5.65,68,5.91,Internal Corporate Survey,Research Compilation
117735,COMP-07359,2024,Q3,France,Europe,Healthcare,Startup,81,36.17,1993,31,30+ years,35.99,partial,2,Gemini,4,Predictive Maintenance,2,23.72,7.52,0.232,19.24,33589.91,68,High,No,62,45.51,6.85,5.11,5.61,0.0,0,4,4,-5.0,0.0,61,4.21,Internal Corporate Survey,Research Compilation
46566,COMP-02911,2024,Q2,South Korea,Asia,Education,Startup,64,32.61,1995,29,16-30 years,61.17,partial,4,Claude,5,HR Automation,9,25.28,14.02,0.442,23.65,71440.29,87,Medium,No,55,57.89,5.14,30.87,9.23,15.56,4,6,8,21.59,7.72,57,6.17,McKinsey Report,Phone Interview
142431,COMP-08902,2026,Q3,Sweden,Europe,Healthcare,SME,447,111.62,2013,13,6-15 years,33.42,pilot,4,GitHub Copilot,2,Medical Diagnostics,8,27.96,8.28,0.36,18.64,20666.03,80,High,Yes,57,51.82,5.57,19.43,5.36,12.42,22,19,34,14.4,6.49,58,5.86,Internal Corporate Survey,Phone Interview
120561,COMP-07536,2023,Q1,Colombia,South America,Logistics,Startup,28,36.76,1992,31,30+ years,23.81,pilot,3,Claude,2,Customer Support,7,12.04,4.78,0.231,37.65,62709.35,58,High,No,53,36.81,3.74,10.79,7.12,3.11,1,1,0,-4.23,1.99,53,4.31,WEF Survey,Phone Interview
112223,COMP-07014,2026,Q3,Chile,South America,Technology,Enterprise,13998,4504.27,2004,22,16-30 years,26.18,pilot,7,Claude,4,Customer Support,7,31.31,11.95,0.406,32.49,38451.98,64,Medium,Yes,75,54.3,4.94,0.0,0.0,5.05,0,621,921,-5.0,2.11,46,5.18,WEF Survey,Phone Interview
113931,COMP-07121,2025,Q3,Spain,Europe,Finance,Enterprise,3254,4841.76,1993,32,30+ years,53.33,partial,7,ChatGPT,2,Fraud Detection,12,41.92,13.31,0.552,20.43,197991.58,69,High,No,65,52.15,5.64,24.08,8.59,11.35,124,200,372,9.43,6.49,52,6.89,Internal Corporate Survey,Research Compilation
40397,COMP-02525,2026,Q1,Argentina,South America,Healthcare,SME,960,85.88,2013,13,6-15 years,20.92,pilot,9,GitHub Copilot,2,HR Automation,8,0.09,8.1,0.242,40.0,7243.94,58,Low,No,44,42.22,6.06,0.0,0.0,5.01,12,19,14,2.27,0.0,41,5.57,Internal Corporate Survey,Online Survey
87876,COMP-05493,2023,Q4,Kenya,Africa,Consulting,SME,955,379.1,1994,29,16-30 years,39.79,partial,3,Custom Internal AI,3,Marketing Automation,2,41.36,7.84,0.31,12.46,31116.73,51,Low,Yes,61,60.85,5.26,25.56,6.64,8.04,58,54,103,7.4,4.61,62,6.18,LinkedIn Poll,Phone Interview
15644,COMP-00978,2025,Q4,China,Asia,Finance,Startup,45,20.98,2021,4,0-5 years,36.12,partial,4,Custom Internal AI,2,HR Automation,5,31.77,12.79,0.386,14.14,59617.03,75,High,No,47,47.13,5.87,14.77,6.74,15.36,2,2,1,9.56,7.19,74,6.44,McKinsey Report,Research Compilation
14898,COMP-00932,2023,Q2,Nigeria,Africa,Healthcare,Startup,44,1.82,1994,29,16-30 years,24.5,pilot,3,Custom Internal AI,1,Customer Support,3,23.25,9.53,0.274,27.7,3942.69,60,High,No,50,26.72,5.73,4.06,1.58,3.35,0,2,4,4.14,0.9,47,4.67,WEF Survey,Research Compilation
139370,COMP-08711,2025,Q2,USA,North America,Retail,Startup,55,7.94,1993,32,30+ years,21.53,pilot,9,ChatGPT,1,Supply Chain Optimization,3,17.93,7.31,0.222,31.2,10551.26,75,High,No,53,40.78,5.87,7.33,6.54,0.17,0,1,2,1.02,5.56,49,4.44,McKinsey Report,Online Survey
27336,COMP-01709,2024,Q4,Singapore,Asia,Manufacturing,Startup,62,16.84,1999,25,16-30 years,51.98,partial,8,ChatGPT,3,Supply Chain Optimization,2,34.89,13.02,0.352,15.18,35367.41,72,High,No,59,44.94,5.12,25.43,6.51,14.19,3,4,5,6.73,2.48,59,4.47,WEF Survey,Research Compilation
59393,COMP-03713,2023,Q1,USA,North America,Technology,Startup,26,38.63,2012,11,6-15 years,42.96,partial,2,ChatGPT,3,HR Automation,6,24.48,14.65,0.397,27.23,217716.54,91,Medium,No,46,55.33,5.94,23.57,4.97,9.2,1,2,1,9.02,14.23,59,5.24,Internal Corporate Survey,API Scrape
30414,COMP-01901,2026,Q2,Netherlands,Europe,Agriculture,Startup,79,23.49,2014,12,6-15 years,52.7,partial,10,GitHub Copilot,3,Predictive Maintenance,7,29.86,15.84,0.452,24.12,47110.85,69,Medium,No,53,53.46,5.93,36.53,9.03,18.24,7,4,5,4.55,9.07,56,5.61,WEF Survey,API Scrape
231,COMP-00015,2024,Q3,Malaysia,Asia,Manufacturing,Enterprise,5642,7801.26,2006,18,16-30 years,50.35,partial,5,Gemini,4,Customer Support,9,39.15,11.17,0.462,11.38,154449.69,70,Medium,No,62,41.14,6.61,32.08,7.71,13.84,340,412,622,8.59,8.78,59,6.25,WEF Survey,API Scrape
106663,COMP-06667,2024,Q3,Japan,Asia,Agriculture,SME,379,393.99,1992,32,30+ years,30.27,pilot,8,Gemini,2,Supply Chain Optimization,7,26.24,4.55,0.287,23.11,47326.4,76,Medium,No,47,29.17,5.4,25.75,3.5,8.99,19,19,23,-0.12,4.93,60,5.52,LinkedIn Poll,Phone Interview
1661,COMP-00104,2026,Q1,Australia,Oceania,Consulting,Enterprise,12314,888.25,1994,32,30+ years,61.26,partial,9,ChatGPT,4,Marketing Automation,13,44.17,10.96,0.547,13.51,7904.25,81,High,No,73,63.48,7.04,29.46,10.57,24.46,879,860,1194,8.33,2.47,40,6.14,McKinsey Report,Research Compilation
115687,COMP-07231,2024,Q3,Brazil,South America,Agriculture,Enterprise,15015,8034.12,2008,16,16-30 years,71.24,full,4,ChatGPT,2,Predictive Maintenance,17,55.25,17.57,0.748,14.04,93985.68,81,Medium,Yes,86,56.06,6.37,34.6,12.39,23.57,1180,1348,1594,16.75,5.87,79,6.74,LinkedIn Poll,API Scrape
59730,COMP-03734,2023,Q2,Poland,Europe,Retail,Startup,72,10.44,1997,26,16-30 years,49.27,partial,3,GitHub Copilot,3,Fraud Detection,4,28.78,9.37,0.312,26.17,13584.16,68,Medium,No,47,36.77,5.88,35.01,10.23,12.2,6,5,5,6.03,7.76,56,5.49,McKinsey Report,Phone Interview
129390,COMP-08087,2026,Q2,Italy,Europe,Manufacturing,SME,538,414.9,1995,31,30+ years,37.91,partial,8,ChatGPT,1,Supply Chain Optimization,3,14.97,8.36,0.224,38.77,64478.18,58,Medium,No,59,47.8,5.56,25.58,5.6,6.3,31,17,30,5.48,0.72,49,5.75,Internal Corporate Survey,API Scrape
21636,COMP-01353,2023,Q4,Argentina,South America,Technology,Enterprise,4127,5306.3,2002,21,16-30 years,32.93,pilot,4,ChatGPT,1,Customer Support,5,32.97,11.99,0.381,24.02,154192.64,70,Low,Yes,67,64.27,5.36,15.37,3.88,13.81,152,164,302,-1.33,3.59,52,6.07,McKinsey Report,Phone Interview
80266,COMP-05017,2025,Q2,Japan,Asia,Finance,SME,565,245.96,2020,5,0-5 years,33.62,pilot,1,GitHub Copilot,2,Customer Support,5,13.7,13.2,0.316,32.96,57475.02,82,High,No,59,39.59,5.42,30.01,11.4,14.54,28,22,26,2.57,3.96,58,6.29,McKinsey Report,Online Survey
86355,COMP-05398,2023,Q3,Egypt,Africa,Finance,SME,679,291.87,1991,32,30+ years,47.1,partial,5,Other,2,Marketing Automation,3,41.59,9.6,0.351,21.89,41263.35,64,High,Yes,66,45.58,5.65,20.04,7.49,7.03,23,34,84,9.16,4.91,45,5.53,Internal Corporate Survey,Online Survey
66634,COMP-04165,2025,Q2,Kenya,Africa,Healthcare,SME,573,319.94,2003,22,16-30 years,43.62,partial,9,Other,3,Predictive Maintenance,8,48.35,12.13,0.497,11.72,67750.01,53,High,No,49,43.67,5.65,25.15,13.65,11.73,20,30,81,8.32,5.26,71,5.51,LinkedIn Poll,Online Survey
49505,COMP-03095,2023,Q1,Brazil,South America,Manufacturing,Enterprise,12026,9276.36,2012,11,6-15 years,48.39,partial,5,ChatGPT,3,HR Automation,10,39.38,12.62,0.499,21.29,97382.16,70,Medium,Yes,74,46.25,6.08,20.09,8.22,16.54,485,591,1108,10.31,1.68,66,5.96,McKinsey Report,API Scrape
111203,COMP-06951,2023,Q3,Thailand,Asia,Healthcare,Enterprise,18646,3140.8,2020,3,0-5 years,40.36,partial,3,Gemini,3,Customer Support,11,28.88,14.36,0.495,13.13,24194.9,65,Medium,Yes,73,42.44,5.94,11.6,2.54,6.29,380,626,484,7.22,1.33,46,5.68,Internal Corporate Survey,Online Survey
118496,COMP-07406,2026,Q4,Canada,North America,Consulting,SME,199,340.25,2012,14,6-15 years,43.49,partial,4,Claude,1,HR Automation,5,43.0,12.52,0.429,17.46,214003.92,79,High,No,58,20.31,6.18,21.91,2.68,11.21,7,10,21,11.87,2.55,59,4.85,LinkedIn Poll,API Scrape
35907,COMP-02245,2023,Q3,Egypt,Africa,Technology,Startup,87,29.67,2014,9,6-15 years,52.5,partial,5,Custom Internal AI,2,Software Development,3,27.34,14.42,0.356,23.71,49170.06,59,Medium,No,48,73.91,5.25,35.83,11.01,10.06,7,6,6,8.97,10.43,67,5.99,McKinsey Report,API Scrape
142791,COMP-08925,2024,Q3,Germany,Europe,Finance,SME,269,63.31,2003,21,16-30 years,44.08,partial,2,Claude,2,Marketing Automation,8,27.44,13.55,0.428,19.36,31891.74,89,Medium,No,62,51.78,5.42,16.17,6.46,10.46,10,13,15,7.9,3.9,59,5.17,McKinsey Report,Online Survey
139869,COMP-08742,2026,Q1,Italy,Europe,Logistics,SME,249,88.67,2017,9,6-15 years,11.25,pilot,7,ChatGPT,1,Fraud Detection,3,26.69,3.97,0.214,29.54,14132.1,75,Medium,Yes,56,38.07,4.64,10.36,3.65,9.16,4,4,22,0.42,1.44,54,7.65,WEF Survey,Phone Interview
159100,COMP-09944,2025,Q4,Thailand,Asia,Agriculture,SME,882,377.8,2008,17,16-30 years,51.0,partial,3,ChatGPT,3,Supply Chain Optimization,7,37.86,14.98,0.474,23.84,64176.61,66,Medium,Yes,57,39.08,7.66,30.26,7.99,13.37,62,52,102,7.11,11.32,62,5.61,Internal Corporate Survey,Research Compilation
86425,COMP-05402,2025,Q1,Malaysia,Asia,Education,Startup,38,39.67,2010,15,6-15 years,45.32,partial,7,Custom Internal AI,2,HR Automation,3,37.93,10.61,0.349,21.81,110729.6,54,Low,No,65,63.06,5.27,26.59,7.49,7.36,3,2,4,10.15,4.86,49,4.79,McKinsey Report,Online Survey
15619,COMP-00977,2023,Q3,Kenya,Africa,Manufacturing,SME,163,183.38,2018,5,0-5 years,17.8,pilot,1,Custom Internal AI,1,Predictive Maintenance,2,10.6,8.15,0.186,31.74,91737.44,60,High,No,55,39.2,5.29,13.06,2.9,0.73,5,5,9,2.98,2.4,44,3.99,WEF Survey,Online Survey
9016,COMP-00564,2024,Q4,Indonesia,Asia,Manufacturing,SME,287,151.83,2021,3,0-5 years,38.32,partial,3,Other,1,Customer Support,8,14.8,8.61,0.31,35.14,45543.25,74,High,No,51,26.77,5.71,21.92,2.84,11.98,14,13,10,5.78,5.01,40,5.7,WEF Survey,API Scrape
152711,COMP-09545,2024,Q3,New Zealand,Oceania,Manufacturing,Enterprise,10159,3368.74,2019,5,0-5 years,43.55,partial,4,Gemini,2,Supply Chain Optimization,4,22.57,13.05,0.335,20.43,43266.22,77,Low,Yes,61,53.3,5.24,34.99,12.14,14.51,676,551,674,9.12,12.71,55,6.0,Internal Corporate Survey,API Scrape
154520,COMP-09658,2024,Q4,South Korea,Asia,Retail,Startup,28,18.96,2008,16,16-30 years,19.45,pilot,3,ChatGPT,2,Customer Support,4,13.25,7.73,0.225,31.15,52366.07,76,Medium,No,51,19.88,4.97,14.16,5.63,8.04,1,1,1,5.92,0.0,40,6.93,WEF Survey,Online Survey
135425,COMP-08465,2023,Q1,Netherlands,Europe,Technology,Startup,95,11.32,1992,31,30+ years,19.85,pilot,4,ChatGPT,3,HR Automation,5,22.26,5.89,0.255,36.23,7019.75,82,Medium,No,46,34.51,5.64,16.42,3.12,5.79,2,2,5,7.85,1.61,59,6.36,LinkedIn Poll,API Scrape
37561,COMP-02348,2025,Q1,Germany,Europe,Consulting,SME,787,176.06,2003,22,16-30 years,36.99,partial,4,ChatGPT,2,Customer Support,8,36.7,7.42,0.385,18.01,16591.25,83,Medium,Yes,69,49.35,6.13,26.54,7.95,6.6,57,33,84,10.5,1.3,56,5.38,LinkedIn Poll,Research Compilation
